id_pictograph,latitude,longitude,img_path,name_pictograph,additional_information
1,59.261075, 39.889326,Вологда_Спасо.png, Спасо Прилуцкий Монастырь,
2,59.196940, 39.940767,Вологда_ТЭС.png, ТЭЦ2,
3,59.285763, 39.680030,Вологда_ВГМХА.png , ВГМХА,
